Date,Open,High,Low,Close,Volume,Value,MktVWAP,Transactions,Adj. Factor
"22-Feb-2024","20760","20850","20522","20760","2m","361.63m","20.71878k","5,663","1",
"21-Feb-2024","20495","20819","20417","20680","2m","340.68m","20.6621k","5,064","1",
"20-Feb-2024","20500","20698","20224","20500","2m","447.05m","20.42081k","8,025","1",
"19-Feb-2024","20102","20892","20102","20790","2m","320.85m","20.78167k","6,102","1",
"16-Feb-2024","20323","20814","20310","20801","4m","765.21m","20.69558k","11,702","1",
"15-Feb-2024","20030","20399","19992","20324","2m","444.77m","20.34076k","6,239","1",
"14-Feb-2024","19785","20312","19785","20279","3m","552.56m","20.20093k","7,016","1",
"13-Feb-2024","19959","20158","19870","19908","1m","283.68m","19.96844k","6,016","1",
"12-Feb-2024","19520","20126","19520","20033","2m","431.1m","19.94962k","4,986","1",
"09-Feb-2024","19500","19909","19500","19909","2m","387.46m","19.84483k","5,601","1",
"08-Feb-2024","19800","19800","19537","19721","4m","861.99m","19.70344k","8,745","1",
"07-Feb-2024","19885","20004","19486","19696","5m","1.01b","19.6703k","11,264","1",
"06-Feb-2024","20200","20217","19965","20063","4m","747.61m","20.07408k","9,087","1",
"05-Feb-2024","20133","20314","19923","20036","2m","437.79m","20.07636k","7,065","1",
"02-Feb-2024","19764","20322","19764","20133","4m","710.13m","20.13888k","11,067","1",
"01-Feb-2024","19586","19935","19399","19829","3m","690.76m","19.76167k","9,191","1",
"31-Jan-2024","19761","19974","19677","19974","4m","844.72m","19.89725k","10,080","1",
"30-Jan-2024","20000","20008","19759","19890","3m","597.82m","19.90528k","8,641","1",
"29-Jan-2024","20200","20250","19637","19950","4m","782.5m","19.98336k","10,462","1",
"26-Jan-2024","19600","20210","19562","20210","2m","452.53m","20.03874k","8,555","1",
"25-Jan-2024","19838","20068","19666","19750","4m","699.46m","19.82804k","9,813","1",
"24-Jan-2024","19815","20099","19700","19838","3m","556.74m","19.81868k","9,719","1",
"23-Jan-2024","19715","19902","19655","19848","3m","560.71m","19.80024k","7,947","1",
"22-Jan-2024","20000","20000","19551","19695","3m","593.94m","19.66305k","8,201","1",
"19-Jan-2024","19999","19999","19635","19736","4m","882.84m","19.74354k","9,646","1",
"18-Jan-2024","19550","19870","19550","19719","3m","589.59m","19.72206k","8,450","1",
"17-Jan-2024","19899","19899","19439","19527","3m","644.06m","19.5947k","8,957","1",
"16-Jan-2024","20378","20398","19847","19982","2m","431.77m","20.02933k","9,173","1",
"15-Jan-2024","20799","20888","20173","20369","2m","494.94m","20.37735k","7,496","1",
"12-Jan-2024","20517","20851","20517","20851","2m","414.55m","20.71618k","6,218","1",
"11-Jan-2024","20555","20818","20505","20678","2m","396.84m","20.6663k","7,597","1",
"10-Jan-2024","20647","20824","20409","20686","2m","409.11m","20.59183k","7,623","1",
"09-Jan-2024","20700","20846","20470","20744","2m","511.35m","20.68773k","8,705","1",
"08-Jan-2024","20600","20647","20336","20623","2m","344.83m","20.54785k","8,087","1",
"05-Jan-2024","20362","20532","20144","20532","1m","302.28m","20.34719k","6,523","1",
"04-Jan-2024","20500","20599","20255","20362","1m","252.66m","20.39666k","5,385","1",
"03-Jan-2024","20625","20628","20189","20287","1m","271.65m","20.32318k","5,939","1",
"02-Jan-2024","20800","20858","20542","20701","992k","205.49m","20.70723k","3,918","1",
"01-Jan-2024","0","0","0","20810","0","0","0","0","1",
"29-Dec-2023","20900","20900","20402","20810","1m","229.16m","20.80416k","3,177","1",
"28-Dec-2023","20790","20880","20499","20655","1m","281.26m","20.68729k","5,664","1",
"27-Dec-2023","20116","20901","20116","20691","3m","564.3m","20.66279k","8,756","1",
"26-Dec-2023","0","0","0","20115","0","0","0","0","1",
"25-Dec-2023","0","0","0","20115","0","0","0","0","1",
"22-Dec-2023","19553","20465","19553","20115","824k","166.18m","20.17483k","3,383","1",
"21-Dec-2023","19505","19792","19409","19792","6m","1.13b","19.48851k","2,949","1",
"20-Dec-2023","19366","19719","19309","19538","1m","269.41m","19.54066k","4,938","1",
"19-Dec-2023","19300","19471","19051","19415","1m","277.87m","19.33188k","7,205","1",
"18-Dec-2023","20082","20197","19271","19340","3m","638.73m","19.56748k","13,732","1",
"15-Dec-2023","0","0","0","20082","0","0","0","0","1",
"14-Dec-2023","19500","20108","19478","20082","9m","1.76b","19.99485k","15,573","1",
"13-Dec-2023","19000","19627","19000","19360","3m","555.57m","19.40213k","12,448","1",
"12-Dec-2023","19755","19832","19103","19103","2m","378.58m","19.29402k","6,778","1",
"11-Dec-2023","19401","19539","19168","19517","2m","389.56m","19.37351k","7,470","1",
"08-Dec-2023","19390","19548","19121","19352","2m","430.79m","19.33127k","8,291","1",
"07-Dec-2023","19656","19814","19296","19390","2m","440.55m","19.43478k","7,047","1",
"06-Dec-2023","19899","19984","19676","19832","2m","313.32m","19.82519k","5,732","1",
"05-Dec-2023","20000","20000","19638","19818","1m","270.62m","19.81535k","5,019","1",
"04-Dec-2023","19900","20017","19729","19899","2m","346.12m","19.87671k","6,507","1",
