Date,Open,High,Low,Close,Volume,Value,MktVWAP,Transactions,Adj. Factor
"20-Mar-2023","17100","17340","16734","17265","4m","679.62m","17.1327k","7,857","1",
"17-Mar-2023","17355","17773","17114","17172","6m","967.86m","17.2698k","7,868","1",
"16-Mar-2023","17229","17448","16964","17091","7m","1.28b","17.15802k","8,056","1",
"15-Mar-2023","17719","17893","16982","17195","5m","939.13m","17.23921k","10,241","1",
"14-Mar-2023","17223","17769","16921","17696","4m","691.07m","17.58139k","8,802","1",
"13-Mar-2023","18901","19225","17422","17519","9m","1.52b","17.77083k","19,550","1",
"10-Mar-2023","19270","19270","18550","18762","4m","685.61m","18.78557k","7,701","1",
"09-Mar-2023","18970","19462","18833","19338","5m","1.05b","19.18525k","7,702","1",
"08-Mar-2023","19438","19511","18855","19143","4m","842.54m","19.11137k","9,331","1",
"07-Mar-2023","19820","20090","19551","19596","3m","495.16m","19.71459k","5,588","1",
"06-Mar-2023","19601","20015","19601","19950","3m","578.76m","19.9372k","6,049","1",
"03-Mar-2023","19901","20091","19798","19860","3m","657.83m","19.91703k","6,005","1",
"02-Mar-2023","20317","20370","19800","19875","2m","474.72m","19.94393k","5,437","1",
"01-Mar-2023","19547","20423","19545","20282","3m","645.33m","20.22968k","7,405","1",
"28-Feb-2023","19501","20147","19500","19845","4m","716.84m","19.8747k","5,059","1",
"27-Feb-2023","19425","19767","19348","19638","2m","471.49m","19.60926k","6,660","1",
"24-Feb-2023","20050","20133","19450","19588","4m","809.59m","19.6708k","7,938","1",
"23-Feb-2023","20069","20114","19879","19990","3m","538.23m","19.97904k","6,485","1",
"22-Feb-2023","19749","20090","19655","19970","3m","696.53m","19.93162k","7,430","1",
"21-Feb-2023","19358","19771","19322","19600","4m","744.14m","19.58433k","6,069","1",
"20-Feb-2023","19400","19524","19236","19472","2m","357.49m","19.42775k","4,288","1",
"17-Feb-2023","18700","19514","18588","19333","5m","893.65m","19.23895k","9,875","1",
"16-Feb-2023","19500","19500","18900","19026","2m","333.99m","19.09389k","4,691","1",
"15-Feb-2023","19380","19733","19065","19247","2m","405.48m","19.27004k","4,098","1",
"14-Feb-2023","19750","19751","19267","19390","3m","500.26m","19.40488k","5,814","1",
"13-Feb-2023","19000","19611","19000","19456","4m","856.47m","19.29134k","12,320","1",
"10-Feb-2023","19870","19952","18812","18980","6m","1.14b","19.12299k","15,069","1",
"09-Feb-2023","20109","20347","19885","19913","3m","527.72m","20.01978k","6,101","1",
"08-Feb-2023","20315","20404","19904","20033","2m","446.6m","20.07948k","5,408","1",
"07-Feb-2023","20050","20326","19914","20294","2m","383.15m","20.21214k","5,256","1",
"06-Feb-2023","20330","20448","20020","20232","2m","333.51m","20.25358k","3,417","1",
"03-Feb-2023","20450","20627","19988","20452","1m","292.81m","20.44202k","3,831","1",
"02-Feb-2023","20520","20775","20240","20534","3m","543.08m","20.53398k","7,394","1",
"01-Feb-2023","20000","20574","20000","20574","3m","611.89m","20.4064k","8,144","1",
"31-Jan-2023","20100","20248","19733","19885","3m","553.89m","19.9174k","5,352","1",
"30-Jan-2023","20000","20364","20000","20304","2m","414.88m","20.21569k","5,825","1",
"27-Jan-2023","20300","20466","20078","20273","2m","334.48m","20.32421k","4,329","1",
"26-Jan-2023","19900","20281","19900","20205","2m","432.93m","20.13904k","4,850","1",
"25-Jan-2023","20166","20243","19902","20014","2m","365.33m","20.02634k","3,396","1",
"24-Jan-2023","20320","20320","19837","20157","2m","309.84m","20.11449k","4,010","1",
"23-Jan-2023","19778","20282","19657","20171","2m","388.61m","20.13732k","4,967","1",
"20-Jan-2023","19690","19953","19602","19778","3m","501.81m","19.75106k","6,575","1",
"19-Jan-2023","20119","20119","19512","19698","3m","597.31m","19.72755k","8,014","1",
"18-Jan-2023","19503","20041","19450","19876","2m","402.81m","19.89143k","3,224","1",
"17-Jan-2023","19932","19980","19572","19812","3m","539.62m","19.74543k","6,145","1",
"16-Jan-2023","20100","20316","19858","19939","2m","381.06m","20.05901k","5,754","1",
"13-Jan-2023","19977","20166","19854","20057","1m","285.52m","20.03433k","3,858","1",
"12-Jan-2023","19583","20017","19500","19837","2m","342.77m","19.86347k","5,170","1",
"11-Jan-2023","19949","19969","19519","19613","2m","425.38m","19.68693k","3,103","1",
"10-Jan-2023","19904","19963","19615","19847","2m","338.63m","19.80444k","4,568","1",
"09-Jan-2023","19848","20292","19711","20153","2m","315.44m","20.10553k","7,219","1",
"06-Jan-2023","19800","19825","19332","19458","2m","427.13m","19.55804k","4,171","1",
"05-Jan-2023","19395","19959","19395","19600","2m","450.83m","19.68113k","4,637","1",
"04-Jan-2023","19729","19824","19443","19631","2m","346.53m","19.63319k","4,867","1",
"03-Jan-2023","19394","19734","19231","19611","1m","213.53m","19.52348k","2,763","1",
"02-Jan-2023","0","0","0","19390","0","0","0","0","1",
"30-Dec-2022","19161","19470","19161","19390","919k","177.9m","19.36407k","1,215","1",
"29-Dec-2022","19718","19718","19155","19420","1m","234.63m","19.33156k","2,128","1",
"28-Dec-2022","19700","19819","19536","19600","1m","228.61m","19.64478k","3,155","1",
"27-Dec-2022","0","0","0","19700","0","0","0","0","1",
"26-Dec-2022","0","0","0","19700","0","0","0","0","1",
"23-Dec-2022","19618","19822","19417","19700","803k","157.75m","19.64978k","1,969","1",
"22-Dec-2022","19800","19899","19416","19532","786k","154.28m","19.62034k","2,301","1",
"21-Dec-2022","19850","19850","19452","19800","802k","158.53m","19.77495k","1,868","1",
"20-Dec-2022","19320","19883","19320","19699","1m","214.82m","19.68376k","2,722","1",
"19-Dec-2022","19050","19796","18950","19691","4m","715.89m","19.47835k","9,180","1",
"16-Dec-2022","0","0","0","18960","0","0","0","0","1",
"15-Dec-2022","19200","19487","18763","18960","9m","1.68b","19.08134k","4,215","1",
"14-Dec-2022","19279","19752","19214.5","19417","2m","471.6m","19.44634k","6,716","1",
"13-Dec-2022","19600","19610","19137","19442","2m","339.69m","19.38366k","5,132","1",
"12-Dec-2022","19351","19638","19351","19460","2m","373.65m","19.50123k","5,749","1",
"09-Dec-2022","19500","19729","19383","19514","2m","451.07m","19.58141k","5,161","1",
"08-Dec-2022","19740","19771","19368","19490","2m","388.28m","19.49424k","4,847","1",
"07-Dec-2022","19587","19706","19273","19582","2m","484.67m","19.56842k","6,845","1",
"06-Dec-2022","19101","19600","19101","19485","2m","356.27m","19.48544k","5,634","1",
"05-Dec-2022","19200","19678","19111","19173","4m","685.79m","19.33345k","8,281","1",
"02-Dec-2022","18949","19168","18161","18895","6m","1.11b","18.86512k","15,332","1",
"01-Dec-2022","20700","20700","18540","18540","8m","1.47b","19.04181k","17,555","1",
"30-Nov-2022","20144","20587","20025","20519","4m","878.74m","20.49302k","5,340","1",
"29-Nov-2022","20618","20998","20136","20218","2m","413.67m","20.32701k","5,768","1",
"28-Nov-2022","20879","20879","20469","20618","2m","466.04m","20.60434k","5,014","1",
"25-Nov-2022","20500","20872","20282","20782","1m","211.09m","20.68447k","2,918","1",
"24-Nov-2022","20700","20793","20440","20586","1m","219.45m","20.58391k","2,403","1",
"23-Nov-2022","21000","21098","20581","20727","3m","539.58m","20.81401k","8,355","1",
"22-Nov-2022","20411","21100","20365","20908","3m","669.24m","20.88544k","7,696","1",
"21-Nov-2022","20112","20543","20039","20491","3m","546.78m","20.42583k","7,306","1",
"18-Nov-2022","20200","20390","20031","20224","2m","481.85m","20.22878k","5,021","1",
"17-Nov-2022","19510","20070","19510","19983","4m","713.28m","19.91571k","7,691","1",
"16-Nov-2022","19700","19906","19597","19717","2m","422.34m","19.72189k","5,733","1",
"15-Nov-2022","19735","19827","19410","19619","3m","609.47m","19.62054k","9,314","1",
"14-Nov-2022","20000","20225","19615","20014","2m","352.99m","20.04954k","4,214","1",
"11-Nov-2022","20000","20322","19691","19823","6m","1.17b","19.99375k","8,519","1",
"10-Nov-2022","19100","19948","19100","19908","4m","688.11m","19.61881k","8,057","1",
"09-Nov-2022","20000","20057","19715","19777","2m","468.47m","19.83234k","5,314","1",
"08-Nov-2022","20050","20239","19991","20075","2m","331.57m","20.10207k","3,049","1",
"07-Nov-2022","19848","20250","19848","20215","2m","469.56m","20.1633k","7,166","1",
"04-Nov-2022","19836","20061","19531","20061","2m","439.1m","19.9061k","5,972","1",
"03-Nov-2022","19795","19845","19377","19555","3m","545.89m","19.58751k","5,647","1",
"02-Nov-2022","19840","19840","19520","19797","2m","453.33m","19.71096k","5,507","1",
"01-Nov-2022","20009","20103","19577","19723","2m","440.25m","19.86932k","5,432","1",
"31-Oct-2022","20300","20436","19884","19974","2m","420.31m","20.00092k","4,497","1",
"28-Oct-2022","20061","20191","19698","20125","3m","573.88m","20.02065k","8,017","1",
"27-Oct-2022","19980","20300","19917","20288","2m","426.66m","20.15359k","6,293","1",
"26-Oct-2022","19572","20294","19572","20217","4m","898.37m","20.08293k","9,054","1",
"25-Oct-2022","19350","19696","19199","19630","3m","511.21m","19.52372k","5,955","1",
"24-Oct-2022","19199","19327","18911","19327","3m","517.6m","19.18351k","8,947","1",
"21-Oct-2022","18895","19240","18691","19097","3m","583.87m","18.97669k","6,121","1",
"20-Oct-2022","19350","19350","18759","19106","3m","616.14m","19.06277k","5,612","1",
"19-Oct-2022","18600","19350","18600","19308","4m","740.97m","19.18259k","7,329","1",
"18-Oct-2022","18747","18968","18582","18713","3m","563.29m","18.73142k","7,332","1",
"17-Oct-2022","18159","18905","17882","18806","3m","562.82m","18.71582k","6,231","1",
"14-Oct-2022","18499","18499","18088","18176","3m","565.46m","18.22445k","6,512","1",
"13-Oct-2022","17880","18128","17647","18042","3m","533.25m","17.92024k","7,977","1",
"12-Oct-2022","17801","18045","17653","17892","3m","512.67m","17.87421k","9,104","1",
"11-Oct-2022","17606","17861","17476","17847","4m","688.11m","17.74633k","5,485","1",
"10-Oct-2022","17655","17690","17290","17606","2m","290.35m","17.58423k","3,793","1",
"07-Oct-2022","17390","17497","17256","17497","1m","232.6m","17.37274k","5,548","1",
"06-Oct-2022","17500","17684","17362","17364","3m","442.52m","17.47812k","5,765","1",
"05-Oct-2022","17550","17838","17333","17466","3m","576.85m","17.51607k","8,303","1",
"04-Oct-2022","17628","18063","17588","17625","4m","687.95m","17.75661k","11,086","1",
"03-Oct-2022","17663","17727","17494","17627","1m","262.3m","17.60325k","4,383","1",
"30-Sep-2022","17561","17842","17467","17663","3m","616.35m","17.66913k","6,536","1",
"29-Sep-2022","17998","17998","17425","17517","3m","446.74m","17.62594k","7,617","1",
"28-Sep-2022","17992","17992","17486","17915","4m","697.62m","17.7737k","8,499","1",
"27-Sep-2022","18250","18250","17749","18088","4m","715.05m","18.0377k","7,754","1",
"26-Sep-2022","17652","17990","17648","17885","4m","627.78m","17.84127k","8,187","1",
"23-Sep-2022","18002","18280","17777","17947","4m","689.3m","17.97774k","8,575","1",
"22-Sep-2022","17955","18364","17922","18203","4m","657.85m","18.21122k","6,322","1",
"21-Sep-2022","18201","18361","18107","18300","3m","553.14m","18.2705k","5,745","1",
"20-Sep-2022","18030","18518","18002","18343","6m","1.1b","18.28886k","11,544","1",
"19-Sep-2022","17901","18065","17607","17984","4m","651.68m","17.8844k","7,824","1",
"16-Sep-2022","18011","18276","18011","18109","7m","1.23b","18.1095k","7,472","1",
"15-Sep-2022","18109","18282","17925","18230","8m","1.51b","18.18129k","5,616","1",
"14-Sep-2022","17970","18144","17800","17838","2m","426.68m","17.90098k","6,279","1",
"13-Sep-2022","18790","18866","18463","18569","3m","563.76m","18.63154k","7,500","1",
"12-Sep-2022","18775","19050","18750","18823","4m","721.46m","18.87163k","7,680","1",
"09-Sep-2022","18310","18880","18269","18751","4m","753.82m","18.64811k","10,069","1",
"08-Sep-2022","17850","18367","17850","18258","6m","1.02b","18.20788k","10,795","1",
"07-Sep-2022","18550","18550","17808","17980","3m","627.02m","18.01483k","8,024","1",
"06-Sep-2022","18531","18611","18253","18297","4m","657.12m","18.38631k","6,001","1",
"05-Sep-2022","17980","18513","17650","18429","12m","2.12b","18.40403k","13,745","1",
"02-Sep-2022","17870","18384","17850","18043","9m","1.68b","18.10657k","16,366","1",
"01-Sep-2022","17250","17870","17225","17810","112m","19.05b","17.5935k","36,687","1",
"31-Aug-2022","18100","18406","17710","17802","3m","582.92m","17.96077k","5,673","1",
"30-Aug-2022","18501","18720","18095","18181","3m","624.15m","18.33862k","7,084","1",
"29-Aug-2022","18500","18720","18300","18535","4m","756.84m","18.49448k","7,602","1",
"26-Aug-2022","18450","19120","18450","18899","3m","562.93m","18.89517k","6,353","1",
"25-Aug-2022","18449","18700","18382","18601","3m","596.99m","18.55649k","7,724","1",
"24-Aug-2022","18490","18624","18200","18399","3m","474.51m","18.3983k","5,751","1",
"23-Aug-2022","18399","18665","18246","18601","4m","763.32m","18.52974k","7,497","1",
"22-Aug-2022","18480","18500","17894","18447","4m","810.67m","18.26944k","10,550","1",
"19-Aug-2022","19049","19049","18300","18482","8m","1.57b","18.61963k","10,803","1",
"18-Aug-2022","18822","19050","18700","19000","4m","747.15m","18.94763k","7,108","1",
"17-Aug-2022","18611","18916","18466","18736","4m","692.21m","18.68717k","8,307","1",
"16-Aug-2022","18888","19157","18655","18672","4m","812.98m","18.82551k","7,741","1",
"15-Aug-2022","18850","18904","18654","18825","5m","959.75m","18.76748k","8,762","1",
"12-Aug-2022","18350","18675","18128","18611","2m","449.17m","18.58809k","5,595","1",
"11-Aug-2022","18105","18473","18105","18297","2m","427.76m","18.32892k","5,809","1",
"10-Aug-2022","17800","18313","17800","18100","5m","862.87m","18.05073k","8,557","1",
"09-Aug-2022","0","0","0","17924","0","0","0","0","1",
"08-Aug-2022","17820","18000","17781","17924","2m","362.07m","17.91371k","5,547","1",
"05-Aug-2022","17569","17899","17552","17803","2m","360.65m","17.75915k","4,363","1",
"04-Aug-2022","17015","17678","17015","17504","5m","860.91m","17.44668k","12,827","1",
"03-Aug-2022","17100","17300","16744","17268","5m","819.33m","17.07686k","11,141","1",
"02-Aug-2022","16801","17196","16642","16790","3m","454.41m","16.79736k","6,287","1",
"01-Aug-2022","16900","17232","16750","16976","2m","304.01m","16.99317k","4,044","1",
"29-Jul-2022","16947","17241","16906","17002","2m","415.2m","17.03292k","4,694","1",
"28-Jul-2022","16999","17217","16646","16934","4m","684.29m","17.01586k","7,714","1",
"27-Jul-2022","16553","16998","16553","16890","977k","164.84m","16.87982k","3,519","1",
"26-Jul-2022","16655","17083","16655","16888","2m","281.72m","16.88318k","7,411","1",
"25-Jul-2022","16601","16926","16552","16750","2m","260.73m","16.76196k","3,549","1",
"22-Jul-2022","17025","17167","16750","16750","2m","334.24m","16.89318k","5,606","1",
"21-Jul-2022","16485","17108","16323","16910","3m","501.24m","16.78396k","6,400","1",
"20-Jul-2022","16290","16624","16284","16420","3m","538.22m","16.42414k","7,929","1",
"19-Jul-2022","16075","16320","15800","16290","2m","381.19m","16.21204k","6,151","1",
"18-Jul-2022","15500","16107","15500","16022","3m","451.82m","15.97642k","6,888","1",
"15-Jul-2022","15033","15695","15033","15561","2m","363.12m","15.49387k","5,538","1",
"14-Jul-2022","15799","15799","15002","15205","2m","367.24m","15.2817k","5,180","1",
"13-Jul-2022","15799","15980","15414","15550","2m","301.49m","15.67487k","5,819","1",
"12-Jul-2022","15411","15960","15411","15900","2m","308.7m","15.76928k","4,591","1",
"11-Jul-2022","15416","15744","15357","15510","1m","172.76m","15.51119k","2,559","1",
"08-Jul-2022","15800","15900","15435","15723","3m","477.21m","15.68276k","6,263","1",
"07-Jul-2022","15425","15854","15404","15610","3m","509.65m","15.64498k","7,394","1",
"06-Jul-2022","15316","15593","15182","15321","3m","438.67m","15.3617k","7,043","1",
"05-Jul-2022","15990","15990","15253","15316","3m","465.88m","15.47932k","6,931","1",
"04-Jul-2022","15515","15930","15445","15785","2m","374.38m","15.74833k","5,682","1",
"01-Jul-2022","15253","15917","15217","15470","3m","487.39m","15.61031k","7,563","1",
"30-Jun-2022","15650","15736","15302","15460","4m","578.52m","15.47767k","7,607","1",
"29-Jun-2022","15950","15977","15616","15759","2m","322.73m","15.76083k","5,224","1",
"28-Jun-2022","15905","16173","15745","16000","4m","576.51m","15.99234k","10,019","1",
"27-Jun-2022","16465","16852","15799","15799","4m","703.92m","15.98692k","9,305","1",
"24-Jun-2022","16210","16670","16210","16459","5m","813.74m","16.46832k","9,987","1",
"23-Jun-2022","16340","16598","16232","16312","3m","427m","16.39924k","6,278","1",
"22-Jun-2022","16632","16722","16285","16612","4m","720.09m","16.49001k","9,960","1",
"21-Jun-2022","16805","17060","16707","16777","6m","935.24m","16.87764k","10,453","1",
"20-Jun-2022","15930","16562","15850","16500","1m","209.52m","16.42586k","3,305","1",
"17-Jun-2022","16016","16365","15885","15900","6m","975.29m","16.03032k","8,900","1",
"16-Jun-2022","0","0","0","16543","0","0","0","0","1",
"15-Jun-2022","16240","16597","15929","16543","7m","1.18b","16.09468k","4,474","1",
"14-Jun-2022","16459","16479","16029","16243","4m","603.47m","16.24215k","9,503","1",
"13-Jun-2022","16000","16051","15531","16006","4m","677.02m","15.90202k","10,078","1",
"10-Jun-2022","16250","16700","16086","16129","2m","384.96m","16.27783k","6,230","1",
"09-Jun-2022","16723","16891","16380","16380","2m","412.72m","16.57335k","7,187","1",
"08-Jun-2022","16784","16997","16584","16623","2m","327.79m","16.68919k","5,862","1",
"07-Jun-2022","17198","17260","16778","16843","3m","536.74m","16.93875k","9,197","1",
"06-Jun-2022","17770","17782","17356","17415","2m","383.47m","17.51817k","6,307","1",
